Date,Day,Tag,Country,Value
2014-12-28,281,Cases,Senegal,0
2014-12-28,281,Cases,SierraLeone,9446
2014-12-28,281,Cases,Spain,0
2014-12-28,281,Cases,UnitedStates,0
2014-12-28,281,Deaths,Guinea,1708
2014-12-28,281,Deaths,Liberia,3423
2014-12-28,281,Deaths,Mali,0
2014-12-28,281,Deaths,Nigeria,0
2014-12-28,281,Deaths,Senegal,0
2014-12-28,281,Deaths,SierraLeone,2758
2014-12-28,281,Deaths,Spain,0
2014-12-28,281,Deaths,UnitedStates,0
2014-12-03,256,Cases,Guinea,0
2014-12-03,256,Cases,Liberia,7719
2014-12-03,256,Cases,Mali,0
2014-12-03,256,Cases,Nigeria,0
2014-12-03,256,Cases,Senegal,0
2014-12-03,256,Cases,SierraLeone,0
2014-12-03,256,Cases,Spain,0
2014-12-03,256,Cases,UnitedStates,0
2014-12-03,256,Deaths,Guinea,0
2014-12-03,256,Deaths,Liberia,3177
2014-12-03,256,Deaths,Mali,0
2014-12-03,256,Deaths,Nigeria,0
2014-12-03,256,Deaths,Senegal,0
2014-12-03,256,Deaths,SierraLeone,0
2014-12-03,256,Deaths,Spain,0
2014-12-03,256,Deaths,UnitedStates,0
2014-12-31,284,Cases,Guinea,2730
2014-12-31,284,Cases,Liberia,8115
2014-12-31,284,Cases,Mali,0
2014-12-31,284,Cases,Nigeria,0
2014-12-31,284,Cases,Senegal,0
2014-12-31,284,Cases,SierraLeone,9633
2014-12-31,284,Cases,Spain,0
2014-12-31,284,Cases,UnitedStates,0
2014-12-31,284,Deaths,Guinea,1739
2014-12-31,284,Deaths,Liberia,3471
2014-12-31,284,Deaths,Mali,0
2014-12-31,284,Deaths,Nigeria,0
2014-12-31,284,Deaths,Senegal,0
2014-12-31,284,Deaths,SierraLeone,2827
2014-12-31,284,Deaths,Spain,0
2014-12-31,284,Deaths,UnitedStates,0
2014-12-07,260,Cases,Guinea,2292
2014-12-07,260,Cases,Liberia,0
2014-12-07,260,Cases,Mali,7
2014-12-07,260,Cases,Nigeria,20
2014-12-07,260,Cases,Senegal,1
2014-12-07,260,Cases,SierraLeone,7897
2014-12-07,260,Cases,Spain,1
2014-12-07,260,Cases,UnitedStates,4
2014-12-07,260,Deaths,Guinea,1428
2014-12-07,260,Deaths,Liberia,0
2014-12-07,260,Deaths,Mali,6
2014-12-07,260,Deaths,Nigeria,8
2014-12-07,260,Deaths,Senegal,0
2014-12-07,260,Deaths,SierraLeone,1768
2014-12-07,260,Deaths,Spain,0
2014-12-07,260,Deaths,UnitedStates,1
2014-12-09,262,Cases,Guinea,0
2014-12-09,262,Cases,Liberia,7797
2014-12-09,262,Cases,Mali,0
2014-12-09,262,Cases,Nigeria,0
2014-12-09,262,Cases,Senegal,0
2014-12-09,262,Cases,SierraLeone,0
2014-12-09,262,Cases,Spain,0
2014-12-09,262,Cases,UnitedStates,0
2014-12-09,262,Deaths,Guinea,0
2014-12-09,262,Deaths,Liberia,3290
2014-12-09,262,Deaths,Mali,0
2014-12-09,262,Deaths,Nigeria,0
2014-12-09,262,Deaths,Senegal,0
2014-12-09,262,Deaths,SierraLeone,0
2014-12-09,262,Deaths,Spain,0
2014-12-09,262,Deaths,UnitedStates,0
2014-03-23,1,Cases,Guinea,49
2014-03-23,1,Cases,Liberia,0
2014-03-23,1,Cases,Mali,0
2014-03-23,1,Cases,Nigeria,0
2014-03-23,1,Cases,Senegal,0
2014-03-23,1,Cases,SierraLeone,0
2014-03-23,1,Cases,Spain,0
2014-03-23,1,Cases,UnitedStates,0
2014-03-23,1,Deaths,Guinea,29
2014-03-23,1,Deaths,Liberia,0
2014-03-23,1,Deaths,Mali,0
2014-03-23,1,Deaths,Nigeria,0
2014-03-23,1,Deaths,Senegal,0
2014-03-23,1,Deaths,SierraLeone,0
2014-03-23,1,Deaths,Spain,0
2014-03-23,1,Deaths,UnitedStates,0
2014-03-24,2,Cases,Guinea,86
2014-03-24,2,Cases,Liberia,0
2014-03-24,2,Cases,Mali,0
2014-03-24,2,Cases,Nigeria,0
2014-03-24,2,Cases,Senegal,0
2014-03-24,2,Cases,SierraLeone,0
2014-03-24,2,Cases,Spain,0
2014-03-24,2,Cases,UnitedStates,0
2014-03-24,2,Deaths,Guinea,59
2014-03-24,2,Deaths,Liberia,0
2014-03-24,2,Deaths,Mali,0
2014-03-24,2,Deaths,Nigeria,0
2014-03-24,2,Deaths,Senegal,0
2014-03-24,2,Deaths,SierraLeone,0
2014-03-24,2,Deaths,Spain,0
2014-03-24,2,Deaths,UnitedStates,0
2014-03-25,3,Cases,Guinea,86
2014-03-25,3,Cases,Liberia,0
2014-03-25,3,Cases,Mali,0
2014-03-25,3,Cases,Nigeria,0
2014-03-25,3,Cases,Senegal,0
2014-03-25,3,Cases,SierraLeone,0
2014-03-25,3,Cases,Spain,0
2014-03-25,3,Cases,UnitedStates,0
2014-03-25,3,Deaths,Guinea,60
2014-03-25,3,Deaths,Liberia,0
2014-03-25,3,Deaths,Mali,0
2014-03-25,3,Deaths,Nigeria,0
2014-03-25,3,Deaths,Senegal,0
2014-03-25,3,Deaths,SierraLeone,0
2014-03-25,3,Deaths,Spain,0
2014-03-25,3,Deaths,UnitedStates,0
2014-03-26,4,Cases,Guinea,86
2014-03-26,4,Cases,Liberia,0
2014-03-26,4,Cases,Mali,0
2014-03-26,4,Cases,Nigeria,0
2014-03-26,4,Cases,Senegal,0
2014-03-26,4,Cases,SierraLeone,0
2014-03-26,4,Cases,Spain,0
2014-03-26,4,Cases,UnitedStates,0
2014-03-26,4,Deaths,Guinea,62
2014-03-26,4,Deaths,Liberia,0
2014-03-26,4,Deaths,Mali,0
2014-03-26,4,Deaths,Nigeria,0
2014-03-26,4,Deaths,Senegal,0
2014-03-26,4,Deaths,SierraLeone,0
2014-03-26,4,Deaths,Spain,0
2014-03-26,4,Deaths,UnitedStates,0
2014-03-27,5,Cases,Guinea,103
2014-03-27,5,Cases,Liberia,8
2014-03-27,5,Cases,Mali,0
2014-03-27,5,Cases,Nigeria,0
2014-03-27,5,Cases,Senegal,0
2014-03-27,5,Cases,SierraLeone,6
2014-03-27,5,Cases,Spain,0
2014-03-27,5,Cases,UnitedStates,0
2014-03-27,5,Deaths,Guinea,66
2014-03-27,5,Deaths,Liberia,6
2014-03-27,5,Deaths,Mali,0
2014-03-27,5,Deaths,Nigeria,0
2014-03-27,5,Deaths,Senegal,0
2014-03-27,5,Deaths,SierraLeone,5
2014-03-27,5,Deaths,Spain,0
2014-03-27,5,Deaths,UnitedStates,0
2014-03-28,6,Cases,Guinea,112
2014-03-28,6,Cases,Liberia,3
2014-03-28,6,Cases,Mali,0
2014-03-28,6,Cases,Nigeria,0
2014-03-28,6,Cases,Senegal,0
2014-03-28,6,Cases,SierraLeone,2
2014-03-28,6,Cases,Spain,0
2014-03-28,6,Cases,UnitedStates,0
2014-03-28,6,Deaths,Guinea,70
2014-03-28,6,Deaths,Liberia,3
2014-03-28,6,Deaths,Mali,0
2014-03-28,6,Deaths,Nigeria,0
2014-03-28,6,Deaths,Senegal,0
2014-03-28,6,Deaths,SierraLeone,2
2014-03-28,6,Deaths,Spain,0
2014-03-28,6,Deaths,UnitedStates,0
2014-03-29,7,Cases,Guinea,112
2014-03-29,7,Cases,Liberia,7
2014-03-29,7,Cases,Mali,0
2014-03-29,7,Cases,Nigeria,0
2014-03-29,7,Cases,Senegal,0
2014-03-29,7,Cases,SierraLeone,0
2014-03-29,7,Cases,Spain,0
2014-03-29,7,Cases,UnitedStates,0
2014-03-29,7,Deaths,Guinea,70
2014-03-29,7,Deaths,Liberia,2
2014-03-29,7,Deaths,Mali,0
2014-03-29,7,Deaths,Nigeria,0
2014-03-29,7,Deaths,Senegal,0
2014-03-29,7,Deaths,SierraLeone,0
2014-03-29,7,Deaths,Spain,0
2014-03-29,7,Deaths,UnitedStates,0
2014-03-31,9,Cases,Guinea,122
2014-03-31,9,Cases,Liberia,8
2014-03-31,9,Cases,Mali,0
2014-03-31,9,Cases,Nigeria,0
2014-03-31,9,Cases,Senegal,0
2014-03-31,9,Cases,SierraLeone,2
2014-03-31,9,Cases,Spain,0
2014-03-31,9,Cases,UnitedStates,0
2014-03-31,9,Deaths,Guinea,80
2014-03-31,9,Deaths,Liberia,4
2014-03-31,9,Deaths,Mali,0
2014-03-31,9,Deaths,Nigeria,0
2014-03-31,9,Deaths,Senegal,0
2014-03-31,9,Deaths,SierraLeone,2
2014-03-31,9,Deaths,Spain,0
2014-03-31,9,Deaths,UnitedStates,0
2014-04-01,10,Cases,Guinea,127
2014-04-01,10,Cases,Liberia,8
2014-04-01,10,Cases,Mali,0
2014-04-01,10,Cases,Nigeria,0
2014-04-01,10,Cases,Senegal,0
2014-04-01,10,Cases,SierraLeone,2
2014-04-01,10,Cases,Spain,0
2014-04-01,10,Cases,UnitedStates,0
2014-04-01,10,Deaths,Guinea,83
2014-04-01,10,Deaths,Liberia,5
2014-04-01,10,Deaths,Mali,0
2014-04-01,10,Deaths,Nigeria,0
2014-04-01,10,Deaths,Senegal,0
2014-04-01,10,Deaths,SierraLeone,2
2014-04-01,10,Deaths,Spain,0
2014-04-01,10,Deaths,UnitedStates,0
2014-04-11,20,Cases,Guinea,159
2014-04-11,20,Cases,Liberia,26
2014-04-11,20,Cases,Mali,0
2014-04-11,20,Cases,Nigeria,0
2014-04-11,20,Cases,Senegal,0
2014-04-11,20,Cases,SierraLeone,2
2014-04-11,20,Cases,Spain,0
2014-04-11,20,Cases,UnitedStates,0
2014-04-11,20,Deaths,Guinea,106
2014-04-11,20,Deaths,Liberia,13
2014-04-11,20,Deaths,Mali,0
2014-04-11,20,Deaths,Nigeria,0
2014-04-11,20,Deaths,Senegal,0
2014-04-11,20,Deaths,SierraLeone,2
2014-04-11,20,Deaths,Spain,0
2014-04-11,20,Deaths,UnitedStates,0
2014-04-14,23,Cases,Guinea,168
2014-04-14,23,Cases,Liberia,0
2014-04-14,23,Cases,Mali,0
2014-04-14,23,Cases,Nigeria,0
2014-04-14,23,Cases,Senegal,0
2014-04-14,23,Cases,SierraLeone,0
2014-04-14,23,Cases,Spain,0
2014-04-14,23,Cases,UnitedStates,0
2014-04-14,23,Deaths,Guinea,108
2014-04-14,23,Deaths,Liberia,0
2014-04-14,23,Deaths,Mali,0
2014-04-14,23,Deaths,Nigeria,0
2014-04-14,23,Deaths,Senegal,0
2014-04-14,23,Deaths,SierraLeone,0
2014-04-14,23,Deaths,Spain,0
2014-04-14,23,Deaths,UnitedStates,0
2014-04-15,24,Cases,Guinea,0
2014-04-15,24,Cases,Liberia,0
2014-04-15,24,Cases,Mali,0
2014-04-15,24,Cases,Nigeria,0
2014-04-15,24,Cases,Senegal,0
2014-04-15,24,Cases,SierraLeone,12
2014-04-15,24,Cases,Spain,0
2014-04-15,24,Cases,UnitedStates,0
2014-04-15,24,Deaths,Guinea,0
2014-04-15,24,Deaths,Liberia,0
2014-04-15,24,Deaths,Mali,0
2014-04-15,24,Deaths,Nigeria,0
2014-04-15,24,Deaths,Senegal,0
2014-04-15,24,Deaths,SierraLeone,0
2014-04-15,24,Deaths,Spain,0
2014-04-15,24,Deaths,UnitedStates,0
2014-04-16,25,Cases,Guinea,197
2014-04-16,25,Cases,Liberia,27
2014-04-16,25,Cases,Mali,0
2014-04-16,25,Cases,Nigeria,0
2014-04-16,25,Cases,Senegal,0
2014-04-16,25,Cases,SierraLeone,0
2014-04-16,25,Cases,Spain,0
2014-04-16,25,Cases,UnitedStates,0
2014-04-16,25,Deaths,Guinea,122
2014-04-16,25,Deaths,Liberia,13
2014-04-16,25,Deaths,Mali,0
2014-04-16,25,Deaths,Nigeria,0
2014-04-16,25,Deaths,Senegal,0
2014-04-16,25,Deaths,SierraLeone,0
2014-04-16,25,Deaths,Spain,0
2014-04-16,25,Deaths,UnitedStates,0
2014-04-17,26,Cases,Guinea,203
2014-04-17,26,Cases,Liberia,27
2014-04-17,26,Cases,Mali,0
2014-04-17,26,Cases,Nigeria,0
2014-04-17,26,Cases,Senegal,0
2014-04-17,26,Cases,SierraLeone,0
2014-04-17,26,Cases,Spain,0
2014-04-17,26,Cases,UnitedStates,0
2014-04-17,26,Deaths,Guinea,129
2014-04-17,26,Deaths,Liberia,0
2014-04-17,26,Deaths,Mali,0
2014-04-17,26,Deaths,Nigeria,0
2014-04-17,26,Deaths,Senegal,0
2014-04-17,26,Deaths,SierraLeone,0
2014-04-17,26,Deaths,Spain,0
2014-04-17,26,Deaths,UnitedStates,0
2014-04-20,29,Cases,Guinea,208
2014-04-20,29,Cases,Liberia,0
2014-04-20,29,Cases,Mali,0
2014-04-20,29,Cases,Nigeria,0
2014-04-20,29,Cases,Senegal,0
2014-04-20,29,Cases,SierraLeone,0
2014-04-20,29,Cases,Spain,0
2014-04-20,29,Cases,UnitedStates,0
2014-04-20,29,Deaths,Guinea,136
2014-04-20,29,Deaths,Liberia,6
2014-04-20,29,Deaths,Mali,0
2014-04-20,29,Deaths,Nigeria,0
2014-04-20,29,Deaths,Senegal,0
2014-04-20,29,Deaths,SierraLeone,0
2014-04-20,29,Deaths,Spain,0
2014-04-20,29,Deaths,UnitedStates,0
2014-04-21,30,Cases,Guinea,0
2014-04-21,30,Cases,Liberia,34
2014-04-21,30,Cases,Mali,0
2014-04-21,30,Cases,Nigeria,0
2014-04-21,30,Cases,Senegal,0
2014-04-21,30,Cases,SierraLeone,0
2014-04-21,30,Cases,Spain,0
2014-04-21,30,Cases,UnitedStates,0
2014-04-21,30,Deaths,Guinea,0
2014-04-21,30,Deaths,Liberia,11
2014-04-21,30,Deaths,Mali,0
2014-04-21,30,Deaths,Nigeria,0
2014-04-21,30,Deaths,Senegal,0
2014-04-21,30,Deaths,SierraLeone,0
2014-04-21,30,Deaths,Spain,0
2014-04-21,30,Deaths,UnitedStates,0
2014-04-22,31,Cases,Guinea,0
2014-04-22,31,Cases,Liberia,0
2014-04-22,31,Cases,Mali,0
2014-04-22,31,Cases,Nigeria,0
2014-04-22,31,Cases,Senegal,0
2014-04-22,31,Cases,SierraLeone,0
2014-04-22,31,Cases,Spain,0
2014-04-22,31,Cases,UnitedStates,0
2014-04-22,31,Deaths,Guinea,0
2014-04-22,31,Deaths,Liberia,0
2014-04-22,31,Deaths,Mali,0
2014-04-22,31,Deaths,Nigeria,0
2014-04-22,31,Deaths,Senegal,0
2014-04-22,31,Deaths,SierraLeone,0
2014-04-22,31,Deaths,Spain,0
2014-04-22,31,Deaths,UnitedStates,0
2014-04-23,32,Cases,Guinea,218
2014-04-23,32,Cases,Liberia,0
2014-04-23,32,Cases,Mali,0
2014-04-23,32,Cases,Nigeria,0
2014-04-23,32,Cases,Senegal,0
2014-04-23,32,Cases,SierraLeone,0
2014-04-23,32,Cases,Spain,0
2014-04-23,32,Cases,UnitedStates,0
2014-04-23,32,Deaths,Guinea,141
2014-04-23,32,Deaths,Liberia,0
2014-04-23,32,Deaths,Mali,0
2014-04-23,32,Deaths,Nigeria,0
2014-04-23,32,Deaths,Senegal,0
2014-04-23,32,Deaths,SierraLeone,0
2014-04-23,32,Deaths,Spain,0
2014-04-23,32,Deaths,UnitedStates,0
2014-04-24,33,Cases,Guinea,0
2014-04-24,33,Cases,Liberia,35
2014-04-24,33,Cases,Mali,0
2014-04-24,33,Cases,Nigeria,0
2014-04-24,33,Cases,Senegal,0
2014-04-24,33,Cases,SierraLeone,0
2014-04-24,33,Cases,Spain,0
2014-04-24,33,Cases,UnitedStates,0
2014-04-24,33,Deaths,Guinea,0
2014-04-24,33,Deaths,Liberia,0
2014-04-24,33,Deaths,Mali,0
2014-04-24,33,Deaths,Nigeria,0
2014-04-24,33,Deaths,Senegal,0
2014-04-24,33,Deaths,SierraLeone,0
2014-04-24,33,Deaths,Spain,0
2014-04-24,33,Deaths,UnitedStates,0
2014-04-26,35,Cases,Guinea,224
2014-04-26,35,Cases,Liberia,0
2014-04-26,35,Cases,Mali,0
2014-04-26,35,Cases,Nigeria,0
2014-04-26,35,Cases,Senegal,0
2014-04-26,35,Cases,SierraLeone,0
2014-04-26,35,Cases,Spain,0
2014-04-26,35,Cases,UnitedStates,0
2014-04-26,35,Deaths,Guinea,143
2014-04-26,35,Deaths,Liberia,0
2014-04-26,35,Deaths,Mali,0
2014-04-26,35,Deaths,Nigeria,0
2014-04-26,35,Deaths,Senegal,0
2014-04-26,35,Deaths,SierraLeone,0
2014-04-26,35,Deaths,Spain,0
2014-04-26,35,Deaths,UnitedStates,0
2014-04-04,13,Cases,Guinea,143
2014-04-04,13,Cases,Liberia,18
2014-04-04,13,Cases,Mali,0
2014-04-04,13,Cases,Nigeria,0
2014-04-04,13,Cases,Senegal,0
2014-04-04,13,Cases,SierraLeone,2
2014-04-04,13,Cases,Spain,0
2014-04-04,13,Cases,UnitedStates,0
2014-04-04,13,Deaths,Guinea,86
2014-04-04,13,Deaths,Liberia,7
2014-04-04,13,Deaths,Mali,0
2014-04-04,13,Deaths,Nigeria,0
2014-04-04,13,Deaths,Senegal,0
2014-04-04,13,Deaths,SierraLeone,2
2014-04-04,13,Deaths,Spain,0
2014-04-04,13,Deaths,UnitedStates,0
2014-04-07,16,Cases,Guinea,151
2014-04-07,16,Cases,Liberia,21
2014-04-07,16,Cases,Mali,0
2014-04-07,16,Cases,Nigeria,0
2014-04-07,16,Cases,Senegal,0
2014-04-07,16,Cases,SierraLeone,2
2014-04-07,16,Cases,Spain,0
2014-04-07,16,Cases,UnitedStates,0
2014-04-07,16,Deaths,Guinea,95
2014-04-07,16,Deaths,Liberia,10
2014-04-07,16,Deaths,Mali,0
2014-04-07,16,Deaths,Nigeria,0
2014-04-07,16,Deaths,Senegal,0
2014-04-07,16,Deaths,SierraLeone,2
2014-04-07,16,Deaths,Spain,0
2014-04-07,16,Deaths,UnitedStates,0
2014-04-09,18,Cases,Guinea,158
2014-04-09,18,Cases,Liberia,25
2014-04-09,18,Cases,Mali,0
2014-04-09,18,Cases,Nigeria,0
2014-04-09,18,Cases,Senegal,0
2014-04-09,18,Cases,SierraLeone,2
2014-04-09,18,Cases,Spain,0
2014-04-09,18,Cases,UnitedStates,0
2014-04-09,18,Deaths,Guinea,101
2014-04-09,18,Deaths,Liberia,12
2014-04-09,18,Deaths,Mali,0
2014-04-09,18,Deaths,Nigeria,0
2014-04-09,18,Deaths,Senegal,0
2014-04-09,18,Deaths,SierraLeone,2
2014-04-09,18,Deaths,Spain,0
2014-04-09,18,Deaths,UnitedStates,0
2014-05-01,40,Cases,Guinea,226
2014-05-01,40,Cases,Liberia,13
2014-05-01,40,Cases,Mali,0
2014-05-01,40,Cases,Nigeria,0
2014-05-01,40,Cases,Senegal,0
2014-05-01,40,Cases,SierraLeone,0
2014-05-01,40,Cases,Spain,0
2014-05-01,40,Cases,UnitedStates,0
2014-05-01,40,Deaths,Guinea,149
2014-05-01,40,Deaths,Liberia,11
2014-05-01,40,Deaths,Mali,0
2014-05-01,40,Deaths,Nigeria,0
2014-05-01,40,Deaths,Senegal,0
2014-05-01,40,Deaths,SierraLeone,0
2014-05-01,40,Deaths,Spain,0
2014-05-01,40,Deaths,UnitedStates,0
2014-05-10,49,Cases,Guinea,233
2014-05-10,49,Cases,Liberia,12
2014-05-10,49,Cases,Mali,0
2014-05-10,49,Cases,Nigeria,0
2014-05-10,49,Cases,Senegal,0
2014-05-10,49,Cases,SierraLeone,0
2014-05-10,49,Cases,Spain,0
2014-05-10,49,Cases,UnitedStates,0
2014-05-10,49,Deaths,Guinea,157
2014-05-10,49,Deaths,Liberia,11
2014-05-10,49,Deaths,Mali,0
2014-05-10,49,Deaths,Nigeria,0
2014-05-10,49,Deaths,Senegal,0
2014-05-10,49,Deaths,SierraLeone,0
2014-05-10,49,Deaths,Spain,0
2014-05-10,49,Deaths,UnitedStates,0
2014-05-12,51,Cases,Guinea,248
2014-05-12,51,Cases,Liberia,12
2014-05-12,51,Cases,Mali,0
2014-05-12,51,Cases,Nigeria,0
2014-05-12,51,Cases,Senegal,0
2014-05-12,51,Cases,SierraLeone,0
2014-05-12,51,Cases,Spain,0
2014-05-12,51,Cases,UnitedStates,0
2014-05-12,51,Deaths,Guinea,171
2014-05-12,51,Deaths,Liberia,11
2014-05-12,51,Deaths,Mali,0
2014-05-12,51,Deaths,Nigeria,0
2014-05-12,51,Deaths,Senegal,0
2014-05-12,51,Deaths,SierraLeone,0
2014-05-12,51,Deaths,Spain,0
2014-05-12,51,Deaths,UnitedStates,0
2014-05-23,62,Cases,Guinea,258
2014-05-23,62,Cases,Liberia,12
2014-05-23,62,Cases,Mali,0
2014-05-23,62,Cases,Nigeria,0
2014-05-23,62,Cases,Senegal,0
2014-05-23,62,Cases,SierraLeone,0
2014-05-23,62,Cases,Spain,0
2014-05-23,62,Cases,UnitedStates,0
2014-05-23,62,Deaths,Guinea,174
2014-05-23,62,Deaths,Liberia,11
2014-05-23,62,Deaths,Mali,0
2014-05-23,62,Deaths,Nigeria,0
2014-05-23,62,Deaths,Senegal,0
2014-05-23,62,Deaths,SierraLeone,0
2014-05-23,62,Deaths,Spain,0
2014-05-23,62,Deaths,UnitedStates,0
2014-05-27,66,Cases,Guinea,281
2014-05-27,66,Cases,Liberia,12
2014-05-27,66,Cases,Mali,0
2014-05-27,66,Cases,Nigeria,0
2014-05-27,66,Cases,Senegal,0
2014-05-27,66,Cases,SierraLeone,16
2014-05-27,66,Cases,Spain,0
2014-05-27,66,Cases,UnitedStates,0
2014-05-27,66,Deaths,Guinea,186
2014-05-27,66,Deaths,Liberia,11
2014-05-27,66,Deaths,Mali,0
2014-05-27,66,Deaths,Nigeria,0
2014-05-27,66,Deaths,Senegal,0
2014-05-27,66,Deaths,SierraLeone,5
2014-05-27,66,Deaths,Spain,0
2014-05-27,66,Deaths,UnitedStates,0
2014-05-28,67,Cases,Guinea,291
2014-05-28,67,Cases,Liberia,13
2014-05-28,67,Cases,Mali,0
2014-05-28,67,Cases,Nigeria,0
2014-05-28,67,Cases,Senegal,0
2014-05-28,67,Cases,SierraLeone,50
2014-05-28,67,Cases,Spain,0
2014-05-28,67,Cases,UnitedStates,0
2014-05-28,67,Deaths,Guinea,193
2014-05-28,67,Deaths,Liberia,12
2014-05-28,67,Deaths,Mali,0
2014-05-28,67,Deaths,Nigeria,0
2014-05-28,67,Deaths,Senegal,0
2014-05-28,67,Deaths,SierraLeone,6
2014-05-28,67,Deaths,Spain,0
2014-05-28,67,Deaths,UnitedStates,0
2014-05-03,42,Cases,Guinea,231
2014-05-03,42,Cases,Liberia,13
2014-05-03,42,Cases,Mali,0
2014-05-03,42,Cases,Nigeria,0
2014-05-03,42,Cases,Senegal,0
2014-05-03,42,Cases,SierraLeone,0
2014-05-03,42,Cases,Spain,0
2014-05-03,42,Cases,UnitedStates,0
2014-05-03,42,Deaths,Guinea,155
2014-05-03,42,Deaths,Liberia,11
2014-05-03,42,Deaths,Mali,0
2014-05-03,42,Deaths,Nigeria,0
2014-05-03,42,Deaths,Senegal,0
2014-05-03,42,Deaths,SierraLeone,0
2014-05-03,42,Deaths,Spain,0
2014-05-03,42,Deaths,UnitedStates,0
2014-05-05,44,Cases,Guinea,235
2014-05-05,44,Cases,Liberia,13
2014-05-05,44,Cases,Mali,0
2014-05-05,44,Cases,Nigeria,0
2014-05-05,44,Cases,Senegal,0
2014-05-05,44,Cases,SierraLeone,0
2014-05-05,44,Cases,Spain,0
2014-05-05,44,Cases,UnitedStates,0
2014-05-05,44,Deaths,Guinea,157
2014-05-05,44,Deaths,Liberia,11
2014-05-05,44,Deaths,Mali,0
2014-05-05,44,Deaths,Nigeria,0
2014-05-05,44,Deaths,Senegal,0
2014-05-05,44,Deaths,SierraLeone,0
2014-05-05,44,Deaths,Spain,0
2014-05-05,44,Deaths,UnitedStates,0
2014-05-07,46,Cases,Guinea,236
2014-05-07,46,Cases,Liberia,13
2014-05-07,46,Cases,Mali,0
2014-05-07,46,Cases,Nigeria,0
2014-05-07,46,Cases,Senegal,0
2014-05-07,46,Cases,SierraLeone,0
2014-05-07,46,Cases,Spain,0
2014-05-07,46,Cases,UnitedStates,0
2014-05-07,46,Deaths,Guinea,158
2014-05-07,46,Deaths,Liberia,11
2014-05-07,46,Deaths,Mali,0
2014-05-07,46,Deaths,Nigeria,0
2014-05-07,46,Deaths,Senegal,0
2014-05-07,46,Deaths,SierraLeone,0
2014-05-07,46,Deaths,Spain,0
2014-05-07,46,Deaths,UnitedStates,0
2014-06-01,71,Cases,Guinea,328
2014-06-01,71,Cases,Liberia,13
2014-06-01,71,Cases,Mali,0
2014-06-01,71,Cases,Nigeria,0
2014-06-01,71,Cases,Senegal,0
2014-06-01,71,Cases,SierraLeone,79
2014-06-01,71,Cases,Spain,0
2014-06-01,71,Cases,UnitedStates,0
2014-06-01,71,Deaths,Guinea,208
2014-06-01,71,Deaths,Liberia,12
2014-06-01,71,Deaths,Mali,0
2014-06-01,71,Deaths,Nigeria,0
2014-06-01,71,Deaths,Senegal,0
2014-06-01,71,Deaths,SierraLeone,6
2014-06-01,71,Deaths,Spain,0
2014-06-01,71,Deaths,UnitedStates,0
2014-06-10,80,Cases,Guinea,351
2014-06-10,80,Cases,Liberia,13
2014-06-10,80,Cases,Mali,0
2014-06-10,80,Cases,Nigeria,0
2014-06-10,80,Cases,Senegal,0
2014-06-10,80,Cases,SierraLeone,89
2014-06-10,80,Cases,Spain,0
2014-06-10,80,Cases,UnitedStates,0
2014-06-10,80,Deaths,Guinea,226
2014-06-10,80,Deaths,Liberia,24
2014-06-10,80,Deaths,Mali,0
2014-06-10,80,Deaths,Nigeria,0
2014-06-10,80,Deaths,Senegal,0
2014-06-10,80,Deaths,SierraLeone,7
2014-06-10,80,Deaths,Spain,0
2014-06-10,80,Deaths,UnitedStates,0
2014-06-16,86,Cases,Guinea,398
2014-06-16,86,Cases,Liberia,33
2014-06-16,86,Cases,Mali,0
2014-06-16,86,Cases,Nigeria,0
2014-06-16,86,Cases,Senegal,0
2014-06-16,86,Cases,SierraLeone,0
2014-06-16,86,Cases,Spain,0
2014-06-16,86,Cases,UnitedStates,0
2014-06-16,86,Deaths,Guinea,264
2014-06-16,86,Deaths,Liberia,24
2014-06-16,86,Deaths,Mali,0
2014-06-16,86,Deaths,Nigeria,0
2014-06-16,86,Deaths,Senegal,0
2014-06-16,86,Deaths,SierraLeone,0
2014-06-16,86,Deaths,Spain,0
2014-06-16,86,Deaths,UnitedStates,0
2014-06-17,87,Cases,Guinea,0
2014-06-17,87,Cases,Liberia,0
2014-06-17,87,Cases,Mali,0
2014-06-17,87,Cases,Nigeria,0
2014-06-17,87,Cases,Senegal,0
2014-06-17,87,Cases,SierraLeone,97
2014-06-17,87,Cases,Spain,0
2014-06-17,87,Cases,UnitedStates,0
2014-06-17,87,Deaths,Guinea,0
2014-06-17,87,Deaths,Liberia,0
2014-06-17,87,Deaths,Mali,0
2014-06-17,87,Deaths,Nigeria,0
2014-06-17,87,Deaths,Senegal,0
2014-06-17,87,Deaths,SierraLeone,49
2014-06-17,87,Deaths,Spain,0
2014-06-17,87,Deaths,UnitedStates,0
2014-06-18,88,Cases,Guinea,390
2014-06-18,88,Cases,Liberia,0
2014-06-18,88,Cases,Mali,0
2014-06-18,88,Cases,Nigeria,0
2014-06-18,88,Cases,Senegal,0
2014-06-18,88,Cases,SierraLeone,136
2014-06-18,88,Cases,Spain,0
2014-06-18,88,Cases,UnitedStates,0
2014-06-18,88,Deaths,Guinea,267
2014-06-18,88,Deaths,Liberia,0
2014-06-18,88,Deaths,Mali,0
2014-06-18,88,Deaths,Nigeria,0
2014-06-18,88,Deaths,Senegal,0
2014-06-18,88,Deaths,SierraLeone,28
2014-06-18,88,Deaths,Spain,0
2014-06-18,88,Deaths,UnitedStates,0
